user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,user_id_raw,pan_valid_flag,pan_invalid_flag,aadhaar_masked_flag,aadhaar_valid_flag,aadhaar_invalid_flag,income_negative_flag,dob_missing_flag,income_missing_flag,signup_timestamp_missing_flag,kyc_verified_flag,kyc_high_risk_flag
USR56830,Ekapad Dalal,FPHDL6481K,744698471442,1960-12-23 00:00:00,jaipur,Rajasthan,22808.0,Business Owner,2024-12-05 18:28:30,VERIFIED,HIGH,USR56830,1,0,0,1,0,0,0,0,0,1,1
USR95322,Advik Sahota,QEHZG5598Z,738867861215,1974-09-25 08:42:24,Calcutta,West Bengal,35085.0,Farmer,2024-12-03 00:00:00,VERIFIED,HIGH,USR95322,1,0,0,1,0,0,0,0,0,1,1
USR23760,Saksham Dave,XSGLB7836O,982003027776,2003-10-20 16:41:57,lucknow,Uttar Pradesh,-28593.0,Gig Worker,2024-04-07 00:00:00,VERIFIED,MEDIUM,USR23760,1,0,0,1,0,1,0,0,0,1,0
USR28092,JACK LANKA,VANEO2162B,995050559108,1990-09-14 00:00:00,Dilli,Delhi,47900.0,Freelancer,2024-12-27 00:00:00,VERIFIED,LOW,USR28092,1,0,0,1,0,0,0,0,0,1,0
USR_41268,Onkar Ratta,MTPRE0507U,095974642287,2006-08-28 00:00:00,Jalandar,Punjab,35166.0,Retired,2024-09-08 00:00:00,IN_PROGRESS,LOW,usr_41268,1,0,0,1,0,0,0,0,0,0,0
USR61809,Arjun Chander,JAWRM6042P,432985168205,1987-10-09 02:54:13,Lucknow,Uttar Pradesh,0.13796,Freelancer,2025-07-31 01:04:55,VERIFIED,LOW,USR61809,1,0,0,1,0,0,0,0,0,1,0
86464,Tanay Sinha,HCUCZ8229X,446687716426,1985-12-29 21:02:19,LDH,Punjab,12686.0,Business Owner,2026-01-05 00:00:00,VERIFIED,MEDIUM,86464,1,0,0,1,0,0,0,0,0,1,0
USR29929,Yamini Kade,BZKKN4437J,025396904187,1978-02-20 00:00:00,Lucknow,Uttar Pradesh,-42360.0,Business Owner,2025-09-16 00:00:00,UNDER_REVIEW,LOW,USR29929,1,0,0,1,0,1,0,0,0,0,0
USR75086,Caleb Mammen,JVXFL4848V,560545067480,2003-08-30 00:00:00,LDH,Punjab,47.6,Farmer,2025-11-04 21:28:00,PENDING,UNKNOWN,USR 75086,1,0,0,1,0,0,0,0,0,0,0
USR-78743,AtharvLall,GUHZF2370F,982856210452,1970-04-22 00:00:00,Jaipur,Rajasthan,18539.0,Self Employed,2024-12-24 00:00:00,PENDING,LOW,USR-78743,1,0,0,1,0,0,0,0,0,0,0
USR59316,Prisha Chander,XHBKR5403M,534910368969,1994-02-03 00:00:00,ludhiana,Punjab,13.3,Unemployed,2026-07-03 00:00:00,VERIFIED,LOW,USR59316,1,0,0,1,0,0,0,0,0,1,0
USR90387,Aarna Devi,TFWBR0265R,,1988-07-02 00:00:00,JPR,Rajasthan,24127.0,Business Owner,2025-12-24 00:00:00,VERIFIED,LOW,USR90387,1,0,0,0,0,0,0,0,0,1,0
USR18776,Pushti Sha,OGVKP1291Y,,1966-08-08 00:00:00,Hyd,Telangana,,Student,2025-09-05 00:00:00,VERIFIED,LOW,USR18776,1,0,0,0,0,0,0,1,0,1,0
USR13953,Mugdha Thaker,GJIRE9459M,851299154050,1997-02-11 00:00:00,amritsar,Punjab,23495.0,Self Employed,2025-04-17 00:00:00,VERIFIED,LOW,USR13953,1,0,0,1,0,0,0,0,0,1,0
USR33108,Ekavir Bal,CINIP4289D,866127906399,1979-09-18 10:30:00,Bengaluru,Karnataka,-19266.0,Freelancer,2024-02-03 00:00:00,VERIFIED,LOW,usr33108,1,0,0,1,0,1,0,0,0,1,0
USR71267,noah wable,WVMOD0360T,497610284249,1964-04-14 17:35:56,Bangalore,Karnataka,20388.0,Student,2025-04-06 00:00:00,VERIFIED,LOW,USR71267,1,0,0,1,0,0,0,0,0,1,0
USR82470,Owen Nair,DPRST6843S,645578891743,1972-07-30 00:00:00,pune,Maharashtra,35891.0,Farmer,2025-06-25 00:00:00,PENDING,MEDIUM,USR82470,1,0,0,1,0,0,0,0,0,0,0
USR91477,Ojas Kumer,AXMWY7954C,931168320493,1961-03-08 00:28:00,LDH,Punjab,0.28545,Unemployed,2026-03-25 00:00:00,VERIFIED,LOW,USR91477,1,0,0,1,0,0,0,0,0,1,0
USR86614,Vedika Lanka,GFSVQ7146K,478547789264,1968-12-10 02:43:51,Pune,Maharashtra,0.37338,Student,2024-02-04 00:00:00,VERIFIED,LOW,USR 86614,1,0,0,1,0,0,0,0,0,1,0
USR-23635,Tanmayi Sunder,DRXCQ2579G,796306366826,1994-05-25 00:35:46,Lucknow,Uttar Pradesh,20317.0,Gig Worker,2024-08-08 15:30:14,VERIFIED,MEDIUM,USR-23635,1,0,0,1,0,0,0,0,0,1,0
USR63684,Vasana Naidu,FYYYZ4211T,413928195585,1974-11-04 00:00:00,jalandhar,Punjab,39085.0,Freelancer,2025-11-30 20:37:22,VERIFIED,LOW,USR63684,1,0,0,1,0,0,0,0,0,1,0
USR40151,Lipika Pant,ZCYWL1620R,459607504259,2004-11-12 14:21:56,jalandhar,Punjab,13296.0,Student,,VERIFIED,LOW,USR40151,1,0,0,1,0,0,0,0,1,1,0
USR60198,Nihal Sunder,GMKIH3940L,167222122123,1992-06-04 11:00:00,Bengaluru,Karnataka,39252.0,Student,2025-07-17 00:00:00,VERIFIED,LOW,USR60198,1,0,0,1,0,0,0,0,0,1,0
USR77081,Ethan Dora,BZDWK4883M,394394089450,1963-01-03 19:46:00,LKO,Uttar Pradesh,31508.0,Unemployed,2024-10-22 10:15:48,VERIFIED,HIGH,USR77081,1,0,0,1,0,0,0,0,0,1,1
USR84077,Neelima Sem,DKNSH2914F,810082123328,1980-12-28 00:00:00,Ludhiana,Punjab,27515.0,Self Employed,2025-06-11 00:00:00,VERIFIED,MEDIUM,USR84077,1,0,0,1,0,0,0,0,0,1,0
USR59175,Ansh Virk,AMBPC6856J,400683346413,1972-03-27 20:01:00,MUMBAI,Maharashtra,16030.0,Student,2025-02-13 00:00:00,VERIFIED,MEDIUM,USR 59175,1,0,0,1,0,0,0,0,0,1,0
USR-64276,Upasna Subramanian,OPVCG1908W,024162763322,1974-09-01 00:00:00,Lucknow,Uttar Pradesh,19115.0,Farmer,2025-03-24 00:00:00,VERIFIED,UNKNOWN,USR-64276,1,0,0,1,0,0,0,0,0,1,0
USR-64768,Warda Bhasin,DJJZS1635L,137833448545,,Mumbai,Maharashtra,32936.0,Self Employed,2026-02-22 00:00:00,VERIFIED,UNKNOWN,USR-64768,1,0,0,1,0,0,1,0,0,1,0
USR16446,Yagnesh Roy,QPZXB2641,,1997-09-19 00:00:00,Chennai,Tamil Nadu,,Salaried,2025-08-29 00:00:00,VERIFIED,HIGH,USR16446,0,1,0,0,0,0,0,1,0,1,1
USR22470,Ubika Saraf,GEZXL8319T,385691746808,1985-04-21 00:00:00,Bangalore,Karnataka,0.12941,Student,2024-08-27 07:40:00,REJECTED,MEDIUM,USR22470,1,0,0,1,0,0,0,0,0,0,0
USR78907,Garima Sangha,NTGKP6262I,XXXXXXXX3516,1977-09-14 08:11:37,Amritsar,Punjab,14527.0,Salaried,,PENDING,LOW,USR78907,1,0,0,0,1,0,0,0,1,0,0
USR55616,Jasmit Nadkarni,EGCOO2505G,073835878098,1993-02-04 00:00:00,Bengaluru,Karnataka,17065.0,Retired,2025-08-22 00:00:00,VERIFIED,LOW,USR55616,1,0,0,1,0,0,0,0,0,1,0
USR11988,Udarsh Khalsa,RWL1L9015J,005370369333,1973-09-08 00:00:00,Bangalore,Karnataka,57849.0,Self Employed,2026-10-03 00:00:00,VERIFIED,LOW,USR11988,0,1,0,1,0,0,0,0,0,1,0
USR78571,GautamiSanghvi,PXLGX1420K,497306999651,1977-10-18 00:00:00,Amritsar,Punjab,25062.0,Student,2024-05-20 16:14:00,VERIFIED,LOW,USR78571,1,0,0,1,0,0,0,0,0,1,0
USR26915,AARNA DESHMUKH,VVYMS8300C,411377608777,2005-09-25 20:20:32,chennai,Tamil Nadu,-23328.0,Unemployed,2024-06-09 00:00:00,VERIFIED,LOW,USR26915,1,0,0,1,0,1,0,0,0,1,0
USR71883,amara oak,OWXKX2821C,619501763518,1995-09-09 15:52:56,bengaluru,Karnataka,22743.0,Retired,2025-04-30 00:00:00,REJECTED,MEDIUM,USR71883,1,0,0,1,0,0,0,0,0,0,0
USR67037,Lucky Konda,CRHRQ9787A,892466941914,1991-12-26 00:00:00,lucknow,Uttar Pradesh,18960.0,Business Owner,2024-08-28 09:57:39,VERIFIED,LOW,USR67037,1,0,0,1,0,0,0,0,0,1,0
USR28669,GEORGE DAR,QLRNP1618Y,2178202165,1978-04-01 00:00:00,Mumbay,Maharashtra,24646.0,Self Employed,2024-02-10 17:03:22,REJECTED,MEDIUM,USR28669,1,0,0,0,1,0,0,0,0,0,0
USR74087,Qarin Sengupta,TGCGN4731B,507933608333,1987-01-26 00:00:00,ASR,Punjab,11942.0,Salaried,2026-01-15 05:56:00,VERIFIED,MEDIUM,USR74087,1,0,0,1,0,0,0,0,0,1,0
97475,BIMALA RAO,ZWIEO8960X,581975734236,1977-04-08 12:26:05,Hyd,Telangana,,Farmer,2024-03-26 00:00:00,VERIFIED,LOW,97475,1,0,0,1,0,0,0,1,0,1,0
USR29005,Wazir Ghose,SVTQR6809M,480853410333,1993-12-19 00:00:00,New Delhi,Delhi,14463.0,Student,2024-03-12 00:00:00,VERIFIED,LOW,USR29005,1,0,0,1,0,0,0,0,0,1,0
USR78059,Vasana Palla,CALNW0586S,754746798970,1991-04-27 00:00:00,MUMBAI,Maharashtra,29828.0,Farmer,2024-11-23 00:00:00,VERIFIED,LOW,USR 78059,1,0,0,1,0,0,0,0,0,1,0
USR15644,Anita Balay,VZJON4073W,170203765815,1994-05-12 00:00:00,BLR,Karnataka,,Unemployed,2025-03-11 00:00:00,VERIFIED,MEDIUM,USR15644,1,0,0,1,0,0,0,1,0,1,0
USR53776,Advaith Sur,ORRQC4341P,936833471186,1980-08-16 00:00:00,Amritsar,Punjab,29723.0,Gig Worker,2024-10-04 00:00:00,PENDING,LOW,USR53776,1,0,0,1,0,0,0,0,0,0,0
USR35738,Nachiket Saini,MPBCY9061Z,292718782869,1982-06-19 02:07:43,LDH,Punjab,9263.0,Retired,2025-04-24 00:00:00,REJECTED,LOW,USR35738,1,0,0,1,0,0,0,0,0,0,0
USR30688,Pooja Koshy,YVQMB3903Y,375014980195,,Jaipur,Rajasthan,55299.0,Salaried,2025-05-12 21:33:30,VERIFIED,LOW,USR30688,1,0,0,1,0,0,1,0,0,1,0
43692,Kashvi Bal,XCBFC3495G,022456449188,,HYDERABAD,Telangana,26181.0,Retired,2024-05-30 00:00:00,VERIFIED,LOW,43692,1,0,0,1,0,0,1,0,0,1,0
USR_13931,VRINDA SODHI,JAXKB7158R,232101145647,1994-03-10 18:26:00,Jalandhar,Punjab,13080.0,Salaried,,VERIFIED,HIGH,usr_13931,1,0,0,1,0,0,0,0,1,1,1
USR16890,UnniPurohit,SRFPG7183S,128864682279,1997-12-05 00:00:00,LKO,Uttar Pradesh,19516.0,Farmer,2024-04-01 12:10:00,VERIFIED,MEDIUM,USR 16890,1,0,0,1,0,0,0,0,0,1,0
USR60800,benjamin hayre,SKOEK2388A,XXXXXXXX6470,,jalandhar,Punjab,-30797.0,Farmer,2024-03-23 05:13:33,VERIFIED,MEDIUM,USR60800,1,0,0,0,1,1,1,0,0,1,0
USR43778,Megha Saran,FBYVC9113B,252595042768,1995-01-26 17:14:51,LDH,Punjab,27468.0,Student,2024-08-11 00:00:00,VERIFIED,MEDIUM,USR43778,1,0,0,1,0,0,0,0,0,1,0
USR70695,Darsh Rana,HOHLD1406O,663470616081,1986-05-13 00:00:00,bengaluru,Karnataka,32215.0,Business Owner,2024-06-16 00:00:00,FAILED,LOW,USR70695,1,0,0,1,0,0,0,0,0,0,0
USR82121,Maanas Kumar,PHLMO0100D,307093238655,2000-06-15 00:00:00,Mumbai,Maharashtra,50644.0,Student,2024-04-19 00:00:00,VERIFIED,LOW,usr82121,1,0,0,1,0,0,0,0,0,1,0
USR28535,Laban Sinha,RFMPF5305S,XXXXXXXX3078,1998-11-28 15:44:00,Pune,Maharashtra,23001.0,Retired,2024-12-31 23:15:38,UNDER_REVIEW,MEDIUM,USR28535,1,0,0,0,1,0,0,0,0,0,0
USR61312,Manbir Kar,OYDNZ6406F,545126921501,2005-03-19 00:00:00,Hyderabad,Telangana,-43301.0,Farmer,2025-02-04 00:00:00,REJECTED,LOW,USR61312,1,0,0,1,0,1,0,0,0,0,0
USR17743,Sneha Palan,HXELE7376C,012024085465,1986-09-22 00:00:00,kolkata,West Bengal,30964.0,Student,2025-02-07 00:00:00,VERIFIED,LOW,usr17743,1,0,0,1,0,0,0,0,0,1,0
USR75869,Triya Sodhi,KUCXN4426K,598523497392,1999-09-16 00:00:00,amritsar,Punjab,17400.0,Salaried,2024-03-11 00:00:00,UNDER_REVIEW,MEDIUM,USR 75869,1,0,0,1,0,0,0,0,0,0,0
USR88971,Aahana Goda,KAPYK2586P,815430708070,1963-08-19 00:00:00,amritsar,Punjab,8961.0,Student,2025-03-06 04:52:16,VERIFIED,MEDIUM,USR88971,1,0,0,1,0,0,0,0,0,1,0
USR25394,Urmi Dar,WDKKW7243D,,1983-11-17 00:00:00,pune,Maharashtra,39353.0,Retired,2025-03-23 00:00:00,VERIFIED,MEDIUM,USR25394,1,0,0,0,0,0,0,0,0,1,0
USR-36110,Bhavya D0shi,ZZLBX3053J,774946361922,1979-07-29 00:00:00,pune,Maharashtra,,Freelancer,2025-11-15 00:00:00,VERIFIED,LOW,USR-36110,1,0,0,1,0,0,0,1,0,1,0
USR28927,chandran nori,MIAZT7616U,,1999-12-19 13:49:35,Hyd,Telangana,34414.0,Unemployed,2024-11-29 00:00:00,VERIFIED,MEDIUM,USR28927,1,0,0,0,0,0,0,0,0,1,0
USR12524,Yauvani Deep,QGIWK2792H,279292452932,1985-01-24 00:00:00,Pune,Maharashtra,0.34793,Unemployed,2024-03-28 12:45:00,IN_PROGRESS,MEDIUM,USR12524,1,0,0,1,0,0,0,0,0,0,0
USR87061,Zayyan Parmar,OESTV5644M,421249135042,1994-02-03 00:00:00,BLR,Karnataka,34016.0,Retired,2024-01-15 00:00:00,REJECTED,LOW,USR87061,1,0,0,1,0,0,0,0,0,0,0
USR_70121,Manan Kala,,491734893582,2003-05-16 10:59:20,ASR,Punjab,12490.0,Gig Worker,2025-01-04 13:18:00,VERIFIED,UNKNOWN,usr_70121,0,0,0,1,0,0,0,0,0,1,0
USR43558,Bhavya Kala,FMZBB8469X,041614978824,2005-04-29 00:00:00,kolkata,West Bengal,-26339.0,Student,2026-02-25 18:03:00,VERIFIED,UNKNOWN,USR43558,1,0,0,1,0,1,0,0,0,1,0
USR_97255,Hardik Varty,IKVCL9739N,018969410775,1985-09-07 00:00:00,Bengaluru,Karnataka,,Salaried,2024-08-23 10:00:42,UNDER_REVIEW,LOW,usr_97255,1,0,0,1,0,0,0,1,0,0,0
USR41850,Anamika Jayaraman,ZWSDQ5958Z,366997497248,2004-11-19 00:00:00,pune,Maharashtra,-22599.0,Unemployed,2024-03-27 02:50:53,VERIFIED,LOW,USR41850,1,0,0,1,0,1,0,0,0,1,0
USR61425,Rajata Panchal,FDJQL7637C,252492316041,1987-11-27 00:00:00,ASR,Punjab,25830.0,Farmer,2025-02-26 00:00:00,VERIFIED,LOW,USR61425,1,0,0,1,0,0,0,0,0,1,0
USR11654,Shivansh Dhar,VJCFR9167X,9314952508,1986-03-23 00:00:00,lucknow,Uttar Pradesh,19879.0,Business Owner,2024-02-05 00:00:00,VERIFIED,LOW,USR11654,1,0,0,0,1,0,0,0,0,1,0
USR60435,Manan Desai,CZDOZ3023Y,9332847770,1971-11-14 00:00:00,lucknow,Uttar Pradesh,13.1,Self Employed,2025-05-20 00:00:00,PENDING,LOW,USR60435,1,0,0,0,1,0,0,0,0,0,0
USR-69566,Pooja Sanghvi,KKXGH7093M,594632399328,,mumbai,Maharashtra,0.40871,Gig Worker,2024-01-30 20:55:00,VERIFIED,LOW,USR-69566,1,0,0,1,0,0,1,0,0,1,0
USR_97911,aarush hora,UJAKN1892R,889800106898,1974-09-25 00:00:00,BLR,Karnataka,23895.0,Freelancer,2025-09-17 00:00:00,VERIFIED,LOW,usr_97911,1,0,0,1,0,0,0,0,0,1,0
USR96415,Aadi Batta,JYKPY8685U,801249909011,1975-05-10 00:00:00,Bangalore,Karnataka,16142.0,Gig Worker,2024-08-20 00:00:00,VERIFIED,MEDIUM,USR96415,1,0,0,1,0,0,0,0,0,1,0
USR41370,Lajita Mammen,TCFIS9755D,047045008750,1969-05-19 00:00:00,Ludhiana,Punjab,74744.0,Farmer,2024-06-04 00:00:00,VERIFIED,MEDIUM,USR41370,1,0,0,1,0,0,0,0,0,1,0
USR46200,Bakhshi Sah0ta,WALTW7577C,201060880121,2001-10-04 00:00:00,Hyderabad,Telangana,24694.0,Gig Worker,2024-07-26 00:00:00,VERIFIED,LOW,USR46200,1,0,0,1,0,0,0,0,0,1,0
USR30125,Dakshesh Dhaliwal,AFYDX3604O,3180021621456,1993-02-05 00:00:00,JPR,Rajasthan,22236.0,Business Owner,,REJECTED,LOW,USR30125,1,0,0,0,1,0,0,0,1,0,0
USR51640,Hitesh Raj,UCIYS7654M,7526190276,1997-12-27 18:30:00,Mumbai,Maharashtra,65510.0,Business Owner,2025-05-07 00:00:00,REJECTED,LOW,usr51640,1,0,0,0,1,0,0,0,0,0,0
USR26148,Tarak Butala,LSMZC5449O,594773990154,1988-08-07 00:00:00,Bangalore,Karnataka,30461.0,Salaried,,VERIFIED,HIGH,USR26148,1,0,0,1,0,0,0,0,1,1,1
USR72127,Turvi Grover,CQVNW6926I,192610278127,1989-04-19 03:38:20,Jaipur,Rajasthan,15633.0,Retired,2024-08-03 00:38:25,VERIFIED,MEDIUM,USR72127,1,0,0,1,0,0,0,0,0,1,0
USR96477,TANVEER NARULA,SDAVW9214Z,097914045328,1972-07-15 16:27:00,Chennai,Tamil Nadu,14759.0,Retired,2026-01-27 00:00:00,REJECTED,LOW,USR96477,1,0,0,1,0,0,0,0,0,0,0
USR-18944,Mekhala Golla,UWTIE0098,885036777734,1991-07-25 08:59:00,Madras,Tamil Nadu,26904.0,Farmer,,VERIFIED,LOW,USR-18944,0,1,0,1,0,0,0,0,1,1,0
USR38760,Lajita Dewan,IRKEM1603,604812343829,1962-08-09 00:00:00,kolkata,West Bengal,9392.0,Salaried,2025-03-22 00:00:00,VERIFIED,LOW,usr38760,0,1,0,1,0,0,0,0,0,1,0
USR-35147,Krishna Deo,HWFFO1057B,517870181300,1973-11-24 00:00:00,LDH,Punjab,50039.0,Salaried,2026-01-04 00:00:00,VERIFIED,HIGH,USR-35147,1,0,0,1,0,0,0,0,0,1,1
USR23153,Elijah Golla,RCL1Y8260J,XXXXXXXX4291,1997-05-23 00:00:00,Jalandar,Punjab,0.2528,Salaried,2024-08-19 00:00:00,FAILED,LOW,usr23153,0,1,0,0,1,0,0,0,0,0,0
USR43985,Elijah Basu,OWYWO4172Z,XXXXXXXX4334,2001-11-29 04:05:00,Jaipur,Rajasthan,,Farmer,2025-08-19 00:00:00,VERIFIED,MEDIUM,USR43985,1,0,0,0,1,0,0,1,0,1,0
USR13270,Gautam Joshi,KNUKD8690E,,1961-02-02 04:46:15,Poona,Maharashtra,17781.0,Self Employed,,VERIFIED,MEDIUM,usr13270,1,0,0,0,0,0,0,0,1,1,0
USR_87067,Ayaan Bhatt,IYPWZ2082B,073336789186,1997-03-06 23:09:00,bengaluru,Karnataka,32.3,Farmer,2024-12-14 08:31:34,VERIFIED,MEDIUM,usr_87067,1,0,0,1,0,0,0,0,0,1,0
USR14736,Harini Keer,SQFFV1099G,900845213060,1969-07-11 00:00:00,MUMBAI,Maharashtra,29346.0,Retired,,VERIFIED,MEDIUM,USR14736,1,0,0,1,0,0,0,0,1,1,0
USR26503,Ranbir Mannan,UCYSG5949W,445635673241,2006-08-02 00:00:00,ASR,Punjab,9785.0,Farmer,2025-07-25 13:14:02,PENDING,LOW,USR26503,1,0,0,1,0,0,0,0,0,0,0
USR55516,Yutika Ravi,HCPGG8914B,919840435976,1973-06-03 17:15:44,Kolkata,West Bengal,37564.0,Unemployed,2024-10-30 00:00:00,PENDING,LOW,USR55516,1,0,0,1,0,0,0,0,0,0,0
